record_id,date,week,month,annotator_id,annotator_name,annotator_level,project_id,project_name,task_type,annotations_count,avg_review_time_sec,accuracy_rate,flagged_count,throughput_per_hour
618,2025-04-07,15,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,201,49.6,0.8551,29,14588.7
619,2025-04-07,15,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,170,45.2,0.9135,14,13539.8
620,2025-04-07,15,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,161,41.3,0.9104,14,14033.9
621,2025-04-07,15,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,124,102.0,0.8376,20,4376.5
622,2025-04-07,15,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,60,68.9,0.7303,16,3135.0
623,2025-04-08,15,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,240,55.0,0.8673,31,15709.1
624,2025-04-08,15,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,197,23.0,0.9536,9,30834.8
625,2025-04-08,15,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,159,53.0,0.9424,9,10800.0
626,2025-04-08,15,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,218,34.5,0.8716,27,22747.8
627,2025-04-08,15,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,111,61.2,0.8986,11,6529.4
628,2025-04-08,15,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,226,36.9,0.8463,34,22048.8
629,2025-04-08,15,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,128,67.3,0.7714,29,6847.0
630,2025-04-08,15,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,146,47.6,0.8291,24,11042.0
631,2025-04-08,15,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,189,39.1,0.8825,22,17401.5
632,2025-04-08,15,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,125,91.2,0.7678,29,4934.2
633,2025-04-08,15,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,119,72.4,0.8637,16,5917.1
634,2025-04-09,15,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,201,37.7,0.92,16,19193.6
635,2025-04-09,15,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,245,51.2,0.8968,25,17226.6
636,2025-04-09,15,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,223,20.6,0.9062,20,38970.9
637,2025-04-09,15,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,128,40.1,0.9693,3,11491.3
638,2025-04-09,15,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,248,72.7,0.86,34,12280.6
639,2025-04-09,15,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,106,42.5,0.8585,15,8978.8
640,2025-04-09,15,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,105,51.2,0.8017,20,7382.8
641,2025-04-09,15,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,100,45.0,0.8571,14,8000.0
642,2025-04-09,15,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,139,78.1,0.7748,31,6407.2
643,2025-04-10,15,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,134,32.8,0.983,2,14707.3
644,2025-04-10,15,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,268,43.3,0.9149,22,22281.8
645,2025-04-10,15,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,196,28.0,1.0,0,25200.0
646,2025-04-10,15,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,117,41.0,0.9187,9,10273.2
647,2025-04-10,15,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,208,68.4,0.8523,30,10947.4
648,2025-04-10,15,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,156,49.0,0.8763,19,11461.2
649,2025-04-10,15,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,154,59.5,0.8426,24,9317.6
650,2025-04-10,15,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,128,66.8,0.8269,22,6898.2
651,2025-04-10,15,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,107,49.1,0.8638,14,7845.2
652,2025-04-10,15,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,103,85.2,0.8725,13,4352.1
653,2025-04-10,15,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,44,90.9,0.8934,4,1742.6
654,2025-04-11,15,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,216,49.1,0.9086,19,15837.1
655,2025-04-11,15,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,225,37.4,0.9467,11,21657.8
656,2025-04-11,15,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,212,27.5,0.9355,13,27752.7
657,2025-04-11,15,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,163,55.9,0.9137,14,10497.3
658,2025-04-11,15,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,67,72.8,0.8678,8,3313.2
659,2025-04-11,15,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,169,43.7,0.935,10,13922.2
660,2025-04-11,15,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,167,83.0,0.8144,30,7243.4
661,2025-04-11,15,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,91,47.3,0.7824,19,6926.0
662,2025-04-11,15,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,164,64.7,0.8608,22,9125.2
663,2025-04-11,15,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,195,43.1,0.8743,24,16287.7
664,2025-04-11,15,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,147,101.9,0.8353,24,5193.3
665,2025-04-11,15,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,177,61.7,0.8511,26,10327.4
666,2025-04-14,16,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,242,34.1,0.9035,23,25548.4
667,2025-04-14,16,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,205,45.7,0.8797,24,16148.8
668,2025-04-14,16,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,205,24.5,0.9308,14,30122.4
669,2025-04-14,16,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,103,48.5,0.89,11,7645.4
670,2025-04-14,16,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,141,44.3,0.9375,8,11458.2
671,2025-04-14,16,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,113,61.5,0.8292,19,6614.6
672,2025-04-14,16,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,137,53.4,0.8822,16,9236.0
673,2025-04-14,16,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,119,68.3,0.8281,20,6272.3
674,2025-04-14,16,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,80,64.6,0.8366,13,4458.2
675,2025-04-14,16,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,184,37.5,0.6488,64,17664.0
676,2025-04-14,16,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,176,53.4,0.9496,8,11865.2
677,2025-04-14,16,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,138,86.4,0.8384,22,5750.0
678,2025-04-14,16,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,91,59.0,0.8603,12,5552.5
679,2025-04-15,16,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,241,63.2,0.9118,21,13727.8
680,2025-04-15,16,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,194,34.1,0.8969,19,20480.9
681,2025-04-15,16,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,189,47.4,0.9043,18,14354.4
682,2025-04-15,16,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,214,24.4,0.9736,5,31573.8
683,2025-04-15,16,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,170,46.7,0.8769,20,13104.9
684,2025-04-15,16,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,175,45.6,0.8653,23,13815.8
685,2025-04-15,16,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,146,65.2,0.8062,28,8061.3
686,2025-04-15,16,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,97,86.6,0.8425,15,4032.3
687,2025-04-15,16,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,140,66.2,0.8711,18,7613.3
688,2025-04-15,16,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,124,97.0,0.7838,26,4602.1
689,2025-04-15,16,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,140,46.3,0.6837,44,10885.5
690,2025-04-16,16,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,205,56.5,0.9278,14,13061.9
691,2025-04-16,16,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,238,40.4,0.9327,16,21207.9
692,2025-04-16,16,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,215,46.3,0.8905,23,16717.1
693,2025-04-16,16,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,228,34.5,0.9358,14,23791.3
694,2025-04-16,16,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,154,46.8,0.914,13,11846.2
695,2025-04-16,16,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,119,20.6,0.878,14,20796.1
696,2025-04-16,16,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,127,63.5,0.8541,18,7200.0
697,2025-04-16,16,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,154,58.4,0.9031,14,9493.2
698,2025-04-16,16,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,142,99.8,0.7217,39,5122.2
699,2025-04-16,16,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,171,52.3,0.8702,22,11770.6
700,2025-04-16,16,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,87,73.7,0.8391,14,4249.7
701,2025-04-16,16,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,145,42.4,0.7778,32,12311.3
702,2025-04-17,16,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,243,43.5,0.9493,12,20110.3
703,2025-04-17,16,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,182,37.4,0.9401,10,17518.7
704,2025-04-17,16,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,228,46.7,0.8951,23,17576.0
705,2025-04-17,16,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,211,23.5,0.9622,7,32323.4
706,2025-04-17,16,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,152,45.0,0.8502,22,12160.0
707,2025-04-17,16,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,80,37.5,0.9965,0,7680.0
708,2025-04-17,16,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,197,46.6,0.8795,23,15218.9
709,2025-04-17,16,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,130,98.9,0.7192,36,4732.1
710,2025-04-17,16,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,174,72.5,0.8631,23,8640.0
711,2025-04-17,16,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,147,53.5,0.8704,19,9891.6
712,2025-04-17,16,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,190,36.2,0.8771,23,18895.0
713,2025-04-17,16,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,134,110.9,0.7157,38,4349.9
714,2025-04-17,16,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,71,55.2,0.8331,11,4630.4
715,2025-04-18,16,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,215,29.7,0.9333,14,26060.6
716,2025-04-18,16,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,222,34.0,0.8369,36,23505.9
717,2025-04-18,16,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,166,25.9,0.893,17,23073.4
718,2025-04-18,16,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,196,92.6,0.8038,38,7619.9
719,2025-04-18,16,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,79,56.5,0.7975,15,5033.6
720,2025-04-18,16,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,117,68.6,0.8635,15,6139.9
721,2025-04-18,16,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,131,41.0,0.9199,10,11502.4
722,2025-04-18,16,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,175,72.2,0.7691,40,8725.8
723,2025-04-21,17,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,185,27.9,0.943,10,23871.0
724,2025-04-21,17,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,223,33.4,0.9377,13,24035.9
725,2025-04-21,17,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,158,48.0,0.8566,22,11850.0
726,2025-04-21,17,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,243,26.1,0.8874,27,33517.2
727,2025-04-21,17,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,240,67.7,0.8324,40,12762.2
728,2025-04-21,17,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,157,45.4,0.9449,8,12449.3
729,2025-04-21,17,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,41,110.7,0.7046,12,1333.3
730,2025-04-21,17,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,119,48.1,0.8653,16,8906.4
731,2025-04-21,17,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,66,97.8,0.9115,5,2429.4
732,2025-04-21,17,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,75,55.5,0.7903,15,4864.9
733,2025-04-22,17,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,222,49.5,0.8808,26,16145.5
734,2025-04-22,17,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,224,58.4,0.8943,23,13808.2
735,2025-04-22,17,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,231,22.0,0.9113,20,37800.0
736,2025-04-22,17,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,186,58.7,0.9042,17,11407.2
737,2025-04-22,17,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,159,39.0,0.85,23,14676.9
738,2025-04-22,17,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,191,53.9,0.8719,24,12757.0
739,2025-04-22,17,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,111,95.5,0.7638,26,4184.3
740,2025-04-22,17,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,127,89.1,0.8052,24,5131.3
741,2025-04-22,17,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,115,45.5,0.8747,14,9098.9
742,2025-04-22,17,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,163,33.8,0.9529,7,17360.9
743,2025-04-23,17,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,252,46.4,0.844,39,19551.7
744,2025-04-23,17,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,240,30.8,0.9537,11,28051.9
745,2025-04-23,17,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,150,53.9,0.8837,17,10018.6
746,2025-04-23,17,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,231,28.6,0.9114,20,29076.9
747,2025-04-23,17,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,155,52.3,0.8942,16,10669.2
748,2025-04-23,17,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,190,83.4,0.7974,38,8201.4
749,2025-04-23,17,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,194,65.2,0.7661,45,10711.7
750,2025-04-23,17,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,123,37.5,0.9369,7,11808.0
751,2025-04-24,17,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,206,57.0,0.8565,29,13010.5
752,2025-04-24,17,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,209,27.9,0.9409,12,26967.7
753,2025-04-24,17,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,236,26.4,0.8619,32,32181.8
754,2025-04-24,17,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,176,42.5,0.9162,14,14908.2
755,2025-04-24,17,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,179,79.4,0.8308,30,8115.9
756,2025-04-24,17,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,177,31.9,0.8492,26,19974.9
757,2025-04-24,17,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,109,52.3,0.8509,16,7502.9
758,2025-04-25,17,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,195,30.8,0.951,9,22792.2
759,2025-04-25,17,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,131,38.1,0.9172,10,12378.0
760,2025-04-25,17,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,129,44.3,0.9185,10,10483.1
761,2025-04-25,17,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,109,62.2,0.9078,10,6308.7
762,2025-04-25,17,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,135,43.1,0.9085,12,11276.1
763,2025-04-25,17,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,161,89.3,0.7541,39,6490.5
764,2025-04-25,17,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,186,84.8,0.8787,22,7896.2
765,2025-04-25,17,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,172,32.5,0.8668,22,19052.3
766,2025-04-25,17,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,150,97.3,0.8741,18,5549.8
767,2025-04-28,18,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,229,41.9,0.9316,15,19675.4
768,2025-04-28,18,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,180,32.3,0.9575,7,20061.9
769,2025-04-28,18,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,269,64.9,0.9182,22,14921.4
770,2025-04-28,18,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,163,51.1,0.9255,12,11483.4
771,2025-04-28,18,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,158,53.4,0.9092,14,10651.7
772,2025-04-28,18,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,187,72.9,0.8769,23,9234.6
773,2025-04-28,18,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,199,41.9,0.8677,26,17097.9
774,2025-04-28,18,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,85,97.6,0.8367,13,3135.2
775,2025-04-28,18,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,186,52.4,0.8998,18,12778.6
776,2025-04-28,18,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,156,40.1,0.8068,30,14005.0
777,2025-04-29,18,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,230,53.6,0.8912,25,15447.8
778,2025-04-29,18,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,207,26.6,0.9193,16,28015.0
779,2025-04-29,18,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,236,52.3,0.915,20,16244.7
780,2025-04-29,18,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,211,28.5,0.9202,16,26652.6
781,2025-04-29,18,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,194,50.2,0.9097,17,13912.4
782,2025-04-29,18,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,151,21.8,0.9439,8,24935.8
783,2025-04-29,18,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,153,60.7,0.8877,17,9074.1
784,2025-04-29,18,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,114,105.0,0.827,19,3908.6
785,2025-04-29,18,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,157,47.5,0.8927,16,11898.9
786,2025-04-29,18,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,140,48.8,0.8386,22,10327.9
787,2025-04-29,18,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,107,42.3,0.8588,15,9106.4
788,2025-04-29,18,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,75,74.0,0.8568,10,3648.6
789,2025-04-30,18,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,191,57.1,0.9039,18,12042.0
790,2025-04-30,18,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,158,43.8,0.9571,6,12986.3
791,2025-04-30,18,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,205,25.8,0.9448,11,28604.7
792,2025-04-30,18,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,187,55.7,0.9479,9,12086.2
793,2025-04-30,18,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,157,57.0,0.8435,24,9915.8
794,2025-04-30,18,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,179,39.1,0.8517,26,16480.8
795,2025-04-30,18,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,143,91.7,0.792,29,5614.0
796,2025-04-30,18,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,99,50.5,0.7745,22,7057.4
797,2025-04-30,18,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,165,104.7,0.6792,52,5673.4
798,2025-05-01,18,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,182,26.7,0.9305,12,24539.3
799,2025-05-01,18,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,207,42.2,0.8723,26,17658.8
800,2025-05-01,18,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,179,29.5,0.9621,6,21844.1
801,2025-05-01,18,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,144,48.2,0.8681,18,10755.2
802,2025-05-01,18,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,160,52.4,0.9536,7,10992.4
803,2025-05-01,18,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,124,74.2,0.8925,13,6016.2
804,2025-05-01,18,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,84,102.1,0.8823,9,2961.8
805,2025-05-01,18,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,85,52.9,0.8811,10,5784.5
806,2025-05-01,18,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,140,59.9,0.8504,20,8414.0
807,2025-05-01,18,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,183,28.4,0.9419,10,23197.2
808,2025-05-01,18,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,176,89.5,0.7874,37,7079.3
809,2025-05-01,18,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,68,59.4,0.8643,9,4121.2
810,2025-05-02,18,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,208,55.0,0.89,22,13614.5
811,2025-05-02,18,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,226,29.1,0.9293,15,27958.8
812,2025-05-02,18,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,204,50.5,0.8889,22,14542.6
813,2025-05-02,18,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,165,53.4,0.8725,21,11123.6
814,2025-05-02,18,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,113,60.8,0.9453,6,6690.8
815,2025-05-02,18,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,78,100.6,0.7598,18,2791.3
816,2025-05-02,18,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,140,67.4,0.8059,27,7477.7
817,2025-05-02,18,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,98,45.0,0.775,22,7840.0
818,2025-05-02,18,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,140,38.5,0.8714,18,13090.9
819,2025-05-02,18,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,157,110.1,0.7552,38,5133.5
820,2025-05-02,18,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,139,59.2,0.8583,19,8452.7
821,2025-05-05,19,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,212,53.1,0.9145,18,14372.9
822,2025-05-05,19,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,172,53.7,0.9466,9,11530.7
823,2025-05-05,19,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,187,28.7,0.9805,3,23456.4
